site,sitename,date
AT,Austin,2018-02-08
DT,Detroit,2018-03-14
ST,Seattle,2018-04-22
AT,Austin,2018-03-07
HT,Houston,2018-03-02
AT,Austin,2018-01-25
DV,Denver,2018-04-05
HT,Houston,2018-01-20
DV,Denver,2018-05-01
HT,Houston,2018-05-23
DT,Detroit,2018-06-19
TP,Tampa,2018-05-23
ST,Seattle,2018-06-27
NY,New York,2018-03-19
DV,Denver,2018-02-24
DV,Denver,2018-04-27
NY,New York,2018-05-26
DV,Denver,2018-04-29
TP,Tampa,2018-03-07
DT,Detroit,2018-06-24
DV,Denver,2018-06-13
AT,Austin,2018-03-01
HT,Houston,2018-05-30
DV,Denver,2018-05-18
DV,Denver,2018-04-17
HT,Houston,2018-01-08
NY,New York,2018-05-10
ST,Seattle,2018-03-10
DV,Denver,2018-04-30
NY,New York,2018-05-30
ST,Seattle,2018-03-12
AT,Austin,2018-04-26
DV,Denver,2018-06-04
HT,Houston,2018-04-24
HT,Houston,2018-02-22
HT,Houston,2018-04-27
DT,Detroit,2018-06-05
ST,Seattle,2018-02-12
DT,Detroit,2018-04-02
AT,Austin,2018-03-22
HT,Houston,2018-05-22
NY,New York,2018-03-11
HT,Houston,2018-06-22
ST,Seattle,2018-04-06
DT,Detroit,2018-02-17
TP,Tampa,2018-02-21
HT,Houston,2018-05-24
ST,Seattle,2018-05-11
NY,New York,2018-06-11
DT,Detroit,2018-04-11
DT,Detroit,2018-05-01
ST,Seattle,2018-05-24
NY,New York,2018-06-27
DT,Detroit,2018-03-21
DV,Denver,2018-05-24
ST,Seattle,2018-04-24
TP,Tampa,2018-02-14
AT,Austin,2018-04-03
ST,Seattle,2018-03-19
NY,New York,2018-03-05
NY,New York,2018-03-29
ST,Seattle,2018-02-09
NY,New York,2018-06-07
DV,Denver,2018-02-15
HT,Houston,2018-03-07
DT,Detroit,2018-05-23
ST,Seattle,2018-02-04
DV,Denver,2018-06-10
DT,Detroit,2018-06-21
NY,New York,2018-05-31
HT,Houston,2018-05-16
DT,Detroit,2018-02-23
NY,New York,2018-06-01
HT,Houston,2018-02-09
HT,Houston,2018-02-19
HT,Houston,2018-02-04
DT,Detroit,2018-05-15
ST,Seattle,2018-01-30
ST,Seattle,2018-06-07
HT,Houston,2018-06-28
NY,New York,2018-06-02
NY,New York,2018-06-05
HT,Houston,2018-01-16
ST,Seattle,2018-04-23
HT,Houston,2018-04-05
DV,Denver,2018-03-31
HT,Houston,2018-04-26
ST,Seattle,2018-02-17
AT,Austin,2018-05-01
DV,Denver,2018-06-05
DV,Denver,2018-02-02
ST,Seattle,2018-05-31
DT,Detroit,2018-04-14
NY,New York,2018-02-26
AT,Austin,2018-02-09
NY,New York,2018-04-23
NY,New York,2018-06-14
HT,Houston,2018-06-12
AT,Austin,2018-04-04
NY,New York,2018-03-13
HT,Houston,2018-02-12
AT,Austin,2018-02-26
ST,Seattle,2018-02-18
HT,Houston,2018-03-23
HT,Houston,2018-04-10
DV,Denver,2018-04-14
AT,Austin,2018-01-11
HT,Houston,2018-04-25
ST,Seattle,2018-03-14
DV,Denver,2018-02-21
DT,Detroit,2018-06-27
TP,Tampa,2018-05-30
HT,Houston,2018-06-27
DT,Detroit,2018-04-08
HT,Houston,2018-06-11
DT,Detroit,2018-03-26
ST,Seattle,2018-06-19
ST,Seattle,2018-04-16
ST,Seattle,2018-04-25
DV,Denver,2018-02-26
HT,Houston,2018-04-02
NY,New York,2018-04-28
TP,Tampa,2018-02-07
AT,Austin,2018-05-22
DT,Detroit,2018-04-12
HT,Houston,2018-03-15
ST,Seattle,2018-03-01
ST,Seattle,2018-05-12
ST,Seattle,2018-06-15
DV,Denver,2018-02-14
NY,New York,2018-02-28
TP,Tampa,2018-05-03
NY,New York,2018-05-02
ST,Seattle,2018-05-03
ST,Seattle,2018-05-18
HT,Houston,2018-05-18
AT,Austin,2018-03-26
NY,New York,2018-05-24
NY,New York,2018-04-17
HT,Houston,2018-01-05
DT,Detroit,2018-05-13
DV,Denver,2018-06-22
DT,Detroit,2018-06-11
DV,Denver,2018-06-19
ST,Seattle,2018-03-24
AT,Austin,2018-05-11
ST,Seattle,2018-06-01
NY,New York,2018-03-17
DV,Denver,2018-03-07
DT,Detroit,2018-06-25
DV,Denver,2018-03-11
AT,Austin,2018-06-26
TP,Tampa,2018-03-14
AT,Austin,2018-02-12
DT,Detroit,2018-05-27
AT,Austin,2018-03-19
DV,Denver,2018-04-10
DT,Detroit,2018-04-04
NY,New York,2018-05-16
DT,Detroit,2018-03-11
DV,Denver,2018-02-13
AT,Austin,2018-06-25
AT,Austin,2018-03-30
DV,Denver,2018-06-21
DV,Denver,2018-05-07
HT,Houston,2018-03-19
ST,Seattle,2018-06-23
DT,Detroit,2018-04-21
ST,Seattle,2018-05-22
HT,Houston,2018-01-31
AT,Austin,2018-04-12
HT,Houston,2018-02-03
TP,Tampa,2018-03-28
AT,Austin,2018-01-08
DT,Detroit,2018-03-24
TP,Tampa,2018-06-13
HT,Houston,2018-04-18
DT,Detroit,2018-04-06
HT,Houston,2018-06-19
DT,Detroit,2018-05-30
HT,Houston,2018-03-22
DT,Detroit,2018-03-09
HT,Houston,2018-03-28
DT,Detroit,2018-05-18
DT,Detroit,2018-06-22
NY,New York,2018-03-03
DT,Detroit,2018-06-17
DT,Detroit,2018-05-02
DV,Denver,2018-06-12
AT,Austin,2018-01-24
AT,Austin,2018-05-25
HT,Houston,2018-01-18
ST,Seattle,2018-04-02
DV,Denver,2018-02-17
NY,New York,2018-03-28
ST,Seattle,2018-02-05
DT,Detroit,2018-03-25
AT,Austin,2018-05-02
HT,Houston,2018-02-26
DT,Detroit,2018-05-28
DV,Denver,2018-04-12
NY,New York,2018-03-07
HT,Houston,2018-01-02
HT,Houston,2018-01-03
ST,Seattle,2018-02-10
DV,Denver,2018-03-02
DV,Denver,2018-04-23
DT,Detroit,2018-05-14
ST,Seattle,2018-02-26
HT,Houston,2018-06-13
DT,Detroit,2018-04-25
NY,New York,2018-04-30
DT,Detroit,2018-04-18
ST,Seattle,2018-04-08
DV,Denver,2018-03-27
HT,Houston,2018-01-07
NY,New York,2018-04-12
DT,Detroit,2018-06-08
DV,Denver,2018-03-05
DT,Detroit,2018-06-23
NY,New York,2018-05-07
NY,New York,2018-04-18
NY,New York,2018-02-27
HT,Houston,2018-05-07
ST,Seattle,2018-04-07
ST,Seattle,2018-05-23
ST,Seattle,2018-04-27
DV,Denver,2018-04-28
ST,Seattle,2018-02-24
NY,New York,2018-06-19
DT,Detroit,2018-05-08
AT,Austin,2018-02-14
HT,Houston,2018-05-25
DV,Denver,2018-02-23
HT,Houston,2018-03-27
ST,Seattle,2018-04-21
HT,Houston,2018-03-08
DV,Denver,2018-05-21
HT,Houston,2018-03-26
DV,Denver,2018-03-17
TP,Tampa,2018-01-31
DV,Denver,2018-05-09
ST,Seattle,2018-05-01
DV,Denver,2018-04-02
DV,Denver,2018-02-20
HT,Houston,2018-04-11
TP,Tampa,2018-04-04
AT,Austin,2018-04-10
ST,Seattle,2018-03-26
NY,New York,2018-03-18
DT,Detroit,2018-03-30
DV,Denver,2018-04-04
AT,Austin,2018-01-22
DT,Detroit,2018-03-08
ST,Seattle,2018-06-16
ST,Seattle,2018-06-04
HT,Houston,2018-01-10
HT,Houston,2018-04-17
DT,Detroit,2018-05-09
AT,Austin,2018-04-30
HT,Houston,2018-06-25
ST,Seattle,2018-05-08
HT,Houston,2018-02-28
DT,Detroit,2018-04-10
AT,Austin,2018-02-20
HT,Houston,2018-04-19
HT,Houston,2018-01-01
AT,Austin,2018-02-07
DV,Denver,2018-03-29
DV,Denver,2018-04-20
DV,Denver,2018-03-01
ST,Seattle,2018-06-13
DV,Denver,2018-05-19
DV,Denver,2018-02-27
HT,Houston,2018-03-13
DT,Detroit,2018-04-13
DT,Detroit,2018-04-07
AT,Austin,2018-05-23
DV,Denver,2018-04-22
HT,Houston,2018-01-14
NY,New York,2018-04-04
DV,Denver,2018-04-18
NY,New York,2018-03-27
HT,Houston,2018-05-29
NY,New York,2018-04-29
AT,Austin,2018-03-09
HT,Houston,2018-04-12
DV,Denver,2018-04-19
ST,Seattle,2018-05-21
HT,Houston,2018-05-14
DV,Denver,2018-03-08
DT,Detroit,2018-05-25
ST,Seattle,2018-03-15
NY,New York,2018-03-04
NY,New York,2018-05-11
NY,New York,2018-06-17
NY,New York,2018-05-04
TP,Tampa,2018-06-27
DT,Detroit,2018-04-17
DT,Detroit,2018-05-19
NY,New York,2018-03-12
AT,Austin,2018-06-29
HT,Houston,2018-06-21
DT,Detroit,2018-05-05
DT,Detroit,2018-04-16
DT,Detroit,2018-05-10
AT,Austin,2018-03-15
HT,Houston,2018-02-05
ST,Seattle,2018-05-27
DT,Detroit,2018-03-28
NY,New York,2018-04-01
ST,Seattle,2018-01-31
DT,Detroit,2018-04-22
HT,Houston,2018-06-05
HT,Houston,2018-05-05
ST,Seattle,2018-05-13
HT,Houston,2018-06-07
DV,Denver,2018-02-18
HT,Houston,2018-03-06
HT,Houston,2018-01-25
DV,Denver,2018-06-28
ST,Seattle,2018-04-01
AT,Austin,2018-02-05
ST,Seattle,2018-05-14
ST,Seattle,2018-05-25
HT,Houston,2018-01-29
AT,Austin,2018-05-15
DV,Denver,2018-06-25
NY,New York,2018-05-25
ST,Seattle,2018-03-16
HT,Houston,2018-04-03
DT,Detroit,2018-04-09
NY,New York,2018-03-06
ST,Seattle,2018-03-03
DV,Denver,2018-04-08
ST,Seattle,2018-04-13
AT,Austin,2018-05-04
DT,Detroit,2018-04-23
AT,Austin,2018-01-30
NY,New York,2018-06-23
ST,Seattle,2018-03-02
HT,Houston,2018-02-06
DV,Denver,2018-02-19
DT,Detroit,2018-05-17
ST,Seattle,2018-05-30
HT,Houston,2018-03-29
DT,Detroit,2018-05-03
HT,Houston,2018-06-18
DT,Detroit,2018-03-29
ST,Seattle,2018-06-18
HT,Houston,2018-05-04
AT,Austin,2018-03-20
AT,Austin,2018-03-23
HT,Houston,2018-01-09
ST,Seattle,2018-06-06
DT,Detroit,2018-03-01
DT,Detroit,2018-04-03
DV,Denver,2018-04-25
NY,New York,2018-06-26
ST,Seattle,2018-02-14
AT,Austin,2018-02-28
DV,Denver,2018-03-15
NY,New York,2018-04-26
DV,Denver,2018-06-27
DV,Denver,2018-04-07
ST,Seattle,2018-03-17
NY,New York,2018-05-06
DV,Denver,2018-02-08
HT,Houston,2018-01-04
DV,Denver,2018-02-05
ST,Seattle,2018-06-21
AT,Austin,2018-03-21
ST,Seattle,2018-06-29
DV,Denver,2018-06-20
HT,Houston,2018-04-23
ST,Seattle,2018-06-09
HT,Houston,2018-01-11
ST,Seattle,2018-03-05
DT,Detroit,2018-06-14
ST,Seattle,2018-03-07
ST,Seattle,2018-04-15
HT,Houston,2018-01-26
NY,New York,2018-04-16
HT,Houston,2018-02-16
NY,New York,2018-04-22
DV,Denver,2018-04-01
HT,Houston,2018-06-15
NY,New York,2018-03-14
NY,New York,2018-05-28
TP,Tampa,2018-01-17
DT,Detroit,2018-05-22
HT,Houston,2018-05-09
DT,Detroit,2018-03-18
AT,Austin,2018-03-13
DT,Detroit,2018-06-02
NY,New York,2018-05-15
HT,Houston,2018-01-23
NY,New York,2018-05-12
ST,Seattle,2018-06-14
AT,Austin,2018-04-11
AT,Austin,2018-06-28
NY,New York,2018-06-24
NY,New York,2018-05-05
DV,Denver,2018-05-25
DT,Detroit,2018-03-07
DT,Detroit,2018-06-06
ST,Seattle,2018-02-07
HT,Houston,2018-04-20
ST,Seattle,2018-02-03
NY,New York,2018-06-22
DV,Denver,2018-04-15
DT,Detroit,2018-02-27
DT,Detroit,2018-04-01
AT,Austin,2018-02-17
NY,New York,2018-04-02
ST,Seattle,2018-05-07
DV,Denver,2018-03-23
ST,Seattle,2018-06-05
NY,New York,2018-06-20
DT,Detroit,2018-06-01
ST,Seattle,2018-06-02
DT,Detroit,2018-05-04
DT,Detroit,2018-05-29
NY,New York,2018-02-25
AT,Austin,2018-04-27
DV,Denver,2018-06-18
DT,Detroit,2018-03-20
AT,Austin,2018-03-28
ST,Seattle,2018-02-15
ST,Seattle,2018-03-28
AT,Austin,2018-02-22
NY,New York,2018-02-24
DT,Detroit,2018-03-06
HT,Houston,2018-04-06
HT,Houston,2018-02-23
DT,Detroit,2018-03-13
DV,Denver,2018-02-10
DT,Detroit,2018-03-15
ST,Seattle,2018-03-11
NY,New York,2018-04-05
ST,Seattle,2018-05-15
HT,Houston,2018-02-20
DV,Denver,2018-02-22
DT,Detroit,2018-03-23
ST,Seattle,2018-02-16
DV,Denver,2018-05-30
HT,Houston,2018-06-08
HT,Houston,2018-02-08
NY,New York,2018-05-21
HT,Houston,2018-06-20
HT,Houston,2018-01-13
AT,Austin,2018-03-16
ST,Seattle,2018-05-02
ST,Seattle,2018-06-28
DT,Detroit,2018-06-28
NY,New York,2018-03-02
ST,Seattle,2018-04-30
HT,Houston,2018-06-01
DV,Denver,2018-06-14
NY,New York,2018-03-08
ST,Seattle,2018-03-22
DT,Detroit,2018-06-09
DV,Denver,2018-05-16
DV,Denver,2018-03-22
DV,Denver,2018-04-03
DT,Detroit,2018-04-19
ST,Seattle,2018-03-23
DV,Denver,2018-02-11
ST,Seattle,2018-04-04
ST,Seattle,2018-02-06
NY,New York,2018-03-15
NY,New York,2018-06-28
DT,Detroit,2018-04-05
HT,Houston,2018-06-26
HT,Houston,2018-05-01
HT,Houston,2018-02-07
DV,Denver,2018-03-16
TP,Tampa,2018-04-18
ST,Seattle,2018-06-08
DV,Denver,2018-05-02
DT,Detroit,2018-06-16
AT,Austin,2018-01-02
DV,Denver,2018-03-18
AT,Austin,2018-04-25
AT,Austin,2018-05-30
NY,New York,2018-03-31
HT,Houston,2018-01-21
NY,New York,2018-05-22
NY,New York,2018-04-19
AT,Austin,2018-05-09
HT,Houston,2018-04-13
AT,Austin,2018-04-09
ST,Seattle,2018-05-26
DT,Detroit,2018-04-20
HT,Houston,2018-05-21
NY,New York,2018-06-15
ST,Seattle,2018-06-10
NY,New York,2018-02-22
DV,Denver,2018-04-26
ST,Seattle,2018-03-25
DV,Denver,2018-05-23
HT,Houston,2018-01-19
NY,New York,2018-06-08
AT,Austin,2018-05-21
HT,Houston,2018-03-25
HT,Houston,2018-03-16
DT,Detroit,2018-05-16
NY,New York,2018-03-01
ST,Seattle,2018-05-10
HT,Houston,2018-06-29
HT,Houston,2018-05-02
ST,Seattle,2018-04-11
DV,Denver,2018-03-09
DV,Denver,2018-02-12
DV,Denver,2018-04-09
AT,Austin,2018-01-05
HT,Houston,2018-06-14
HT,Houston,2018-03-05
DV,Denver,2018-06-29
DV,Denver,2018-06-01
DT,Detroit,2018-06-20
ST,Seattle,2018-01-29
DV,Denver,2018-02-03
HT,Houston,2018-01-22
ST,Seattle,2018-06-11
HT,Houston,2018-01-17
ST,Seattle,2018-02-28
DV,Denver,2018-04-06
ST,Seattle,2018-04-26
ST,Seattle,2018-03-21
ST,Seattle,2018-04-14
NY,New York,2018-06-16
DV,Denver,2018-04-21
DV,Denver,2018-05-14
AT,Austin,2018-01-18
NY,New York,2018-05-17
DV,Denver,2018-03-12
HT,Houston,2018-05-15
DT,Detroit,2018-04-26
HT,Houston,2018-02-27
ST,Seattle,2018-04-10
DT,Detroit,2018-05-20
DV,Denver,2018-06-26
AT,Austin,2018-04-18
NY,New York,2018-04-27
DT,Detroit,2018-06-03
HT,Houston,2018-01-12
ST,Seattle,2018-03-06
ST,Seattle,2018-03-18
DT,Detroit,2018-03-22
HT,Houston,2018-01-15
ST,Seattle,2018-06-22
DV,Denver,2018-03-25
NY,New York,2018-03-30
ST,Seattle,2018-04-28
DV,Denver,2018-06-11
DV,Denver,2018-06-15
ST,Seattle,2018-04-05
AT,Austin,2018-04-06
ST,Seattle,2018-02-08
AT,Austin,2018-02-21
ST,Seattle,2018-06-24
DV,Denver,2018-04-13
HT,Houston,2018-03-14
DV,Denver,2018-05-08
DV,Denver,2018-02-07
HT,Houston,2018-02-13
NY,New York,2018-06-10
ST,Seattle,2018-05-19
AT,Austin,2018-02-18
NY,New York,2018-03-25
AT,Austin,2018-01-12
NY,New York,2018-02-23
HT,Houston,2018-03-21
DV,Denver,2018-02-06
DV,Denver,2018-02-04
HT,Houston,2018-02-15
DV,Denver,2018-03-19
HT,Houston,2018-04-30
ST,Seattle,2018-02-13
DT,Detroit,2018-05-24
AT,Austin,2018-06-27
ST,Seattle,2018-04-03
NY,New York,2018-05-20
ST,Seattle,2018-05-16
NY,New York,2018-05-18
DV,Denver,2018-05-11
ST,Seattle,2018-05-17
ST,Seattle,2018-05-09
NY,New York,2018-03-16
ST,Seattle,2018-07-25
DV,Denver,2018-07-06
DT,Detroit,2018-07-27
DT,Detroit,2018-07-05
AT,Austin,2018-12-17
HT,Houston,2018-09-13
DV,Denver,2018-07-09
DT,Detroit,2018-09-26
NY,New York,2018-07-13
AT,Austin,2018-10-25
ST,Seattle,2018-08-15
ST,Seattle,2018-07-13
TP,Tampa,2018-10-10
AT,Austin,2018-08-14
DT,Detroit,2018-10-05
NY,New York,2018-10-02
DV,Denver,2018-07-22
AT,Austin,2018-09-27
ST,Seattle,2018-07-19
HT,Houston,2018-10-30
DV,Denver,2018-07-23
NY,New York,2018-08-17
DV,Denver,2018-08-31
HT,Houston,2018-09-27
DV,Denver,2018-07-21
HT,Houston,2018-10-24
TP,Tampa,2018-08-22
NY,New York,2018-10-28
ST,Seattle,2018-07-03
DV,Denver,2018-07-25
TP,Tampa,2018-07-11
ST,Seattle,2018-07-11
DT,Detroit,2018-07-12
AT,Austin,2018-10-16
AT,Austin,2018-09-05
NY,New York,2018-07-20
HT,Houston,2018-08-09
DV,Denver,2018-10-18
HT,Houston,2018-10-31
AT,Austin,2018-09-17
NY,New York,2018-09-03
DT,Detroit,2018-09-18
ST,Seattle,2018-07-02
DV,Denver,2018-09-26
DT,Detroit,2018-07-17
NY,New York,2018-09-24
HT,Houston,2018-12-03
HT,Houston,2018-11-14
NY,New York,2018-09-30
AT,Austin,2018-09-25
NY,New York,2018-08-21
DT,Detroit,2018-07-19
DT,Detroit,2018-08-02
DT,Detroit,2018-08-08
NY,New York,2018-07-07
AT,Austin,2018-10-02
AT,Austin,2018-07-23
NY,New York,2018-08-18
NY,New York,2018-08-30
NY,New York,2018-07-16
DT,Detroit,2018-08-22
DT,Detroit,2018-09-04
DV,Denver,2018-09-14
DT,Detroit,2018-10-08
HT,Houston,2018-10-04
DT,Detroit,2018-08-06
NY,New York,2018-10-27
AT,Austin,2018-12-20
DT,Detroit,2018-07-10
DV,Denver,2018-07-27
AT,Austin,2018-10-03
DV,Denver,2018-08-02
AT,Austin,2018-12-10
DT,Detroit,2018-07-21
DV,Denver,2018-08-07
HT,Houston,2018-07-16
NY,New York,2018-10-30
HT,Houston,2018-07-11
AT,Austin,2018-10-26
DT,Detroit,2018-09-02
HT,Houston,2018-08-03
HT,Houston,2018-11-20
TP,Tampa,2018-10-04
DT,Detroit,2018-09-24
DV,Denver,2018-07-10
NY,New York,2018-09-19
ST,Seattle,2018-07-24
HT,Houston,2018-12-14
DT,Detroit,2018-08-25
NY,New York,2018-10-24
AT,Austin,2018-09-19
HT,Houston,2018-08-28
HT,Houston,2018-12-26
AT,Austin,2018-09-07
DV,Denver,2018-09-27
DT,Detroit,2018-09-25
ST,Seattle,2018-07-30
DT,Detroit,2018-07-13
AT,Austin,2018-10-18
DV,Denver,2018-08-05
HT,Houston,2018-09-04
HT,Houston,2018-10-29
AT,Austin,2018-11-16
AT,Austin,2018-07-09
HT,Houston,2018-07-17
AT,Austin,2018-07-10
DT,Detroit,2018-07-18
ST,Seattle,2018-08-13
NY,New York,2018-10-25
DV,Denver,2018-07-24
NY,New York,2018-09-08
DV,Denver,2018-10-15
AT,Austin,2018-09-13
DT,Detroit,2018-09-23
HT,Houston,2018-08-29
HT,Houston,2018-11-26
DV,Denver,2018-09-20
DV,Denver,2018-10-17
DT,Detroit,2018-09-29
NY,New York,2018-07-15
NY,New York,2018-09-25
ST,Seattle,2018-07-08
DT,Detroit,2018-09-19
NY,New York,2018-09-06
NY,New York,2018-09-10
DT,Detroit,2018-07-20
DT,Detroit,2018-08-21
ST,Seattle,2018-08-03
NY,New York,2018-08-19
ST,Seattle,2018-07-26
NY,New York,2018-09-28
AT,Austin,2018-11-13
NY,New York,2018-09-05
HT,Houston,2018-12-21
ST,Seattle,2018-08-12
NY,New York,2018-09-27
DV,Denver,2018-07-30
HT,Houston,2018-12-04
DT,Detroit,2018-09-01
ST,Seattle,2018-07-01
AT,Austin,2018-09-04
DV,Denver,2018-09-30
DT,Detroit,2018-09-28
DV,Denver,2018-07-17
NY,New York,2018-07-05
DT,Detroit,2018-10-09
DV,Denver,2018-08-03
ST,Seattle,2018-07-07
DT,Detroit,2018-08-12
AT,Austin,2018-08-15
DV,Denver,2018-09-17
HT,Houston,2018-09-20
ST,Seattle,2018-07-21
AT,Austin,2018-09-20
AT,Austin,2018-10-09
DT,Detroit,2018-07-16
ST,Seattle,2018-07-14
DV,Denver,2018-08-19
DV,Denver,2018-08-30
NY,New York,2018-08-28
AT,Austin,2018-12-07
DT,Detroit,2018-08-09
NY,New York,2018-10-06
HT,Houston,2018-11-09
DV,Denver,2018-08-06
AT,Austin,2018-08-10
AT,Austin,2018-08-17
DV,Denver,2018-07-08
AT,Austin,2018-09-10
NY,New York,2018-09-22
HT,Houston,2018-12-18
HT,Houston,2018-07-26
NY,New York,2018-09-20
HT,Houston,2018-08-02
HT,Houston,2018-08-22
DT,Detroit,2018-08-27
HT,Houston,2018-10-17
DV,Denver,2018-10-06
DT,Detroit,2018-08-16
AT,Austin,2018-08-31
DV,Denver,2018-10-16
TP,Tampa,2018-12-27
AT,Austin,2018-09-21
DT,Detroit,2018-08-01
HT,Houston,2018-09-24
HT,Houston,2018-09-17
AT,Austin,2018-10-08
NY,New York,2018-09-07
TP,Tampa,2018-11-28
HT,Houston,2018-07-03
HT,Houston,2018-07-09
AT,Austin,2018-08-16
AT,Austin,2018-10-30
TP,Tampa,2018-10-24
HT,Houston,2018-10-08
HT,Houston,2018-08-07
AT,Austin,2018-09-26
AT,Austin,2018-12-21
DV,Denver,2018-09-21
AT,Austin,2018-09-28
HT,Houston,2018-11-28
ST,Seattle,2018-07-20
AT,Austin,2018-07-19
NY,New York,2018-09-23
AT,Austin,2018-11-07
DV,Denver,2018-09-23
NY,New York,2018-08-08
HT,Houston,2018-08-01
DV,Denver,2018-08-14
DT,Detroit,2018-07-01
DT,Detroit,2018-08-24
DV,Denver,2018-09-11
AT,Austin,2018-12-03
NY,New York,2018-09-11
HT,Houston,2018-10-05
AT,Austin,2018-10-10
TP,Tampa,2018-11-12
NY,New York,2018-08-31
DT,Detroit,2018-08-31
NY,New York,2018-07-09
DV,Denver,2018-08-12
HT,Houston,2018-08-14
NY,New York,2018-08-15
ST,Seattle,2018-07-10
DT,Detroit,2018-07-23
HT,Houston,2018-07-02
ST,Seattle,2018-07-09
DV,Denver,2018-10-10
HT,Houston,2018-10-22
NY,New York,2018-08-04
HT,Houston,2018-12-28
DV,Denver,2018-08-08
NY,New York,2018-10-07
DV,Denver,2018-09-19
ST,Seattle,2018-08-02
HT,Houston,2018-07-25
AT,Austin,2018-10-31
HT,Houston,2018-08-20
AT,Austin,2018-10-22
DV,Denver,2018-07-26
DT,Detroit,2018-10-03
DT,Detroit,2018-09-09
AT,Austin,2018-08-22
HT,Houston,2018-09-12
HT,Houston,2018-08-16
NY,New York,2018-09-21
DT,Detroit,2018-07-02
NY,New York,2018-07-29
NY,New York,2018-07-31
HT,Houston,2018-11-21
AT,Austin,2018-08-23
ST,Seattle,2018-07-27
AT,Austin,2018-11-12
NY,New York,2018-07-06
DV,Denver,2018-07-02
AT,Austin,2018-07-20
ST,Seattle,2018-08-11
ST,Seattle,2018-07-23
DT,Detroit,2018-07-07
HT,Houston,2018-08-17
DV,Denver,2018-08-17
DV,Denver,2018-09-06
HT,Houston,2018-10-15
DT,Detroit,2018-08-29
HT,Houston,2018-07-23
DT,Detroit,2018-07-24
HT,Houston,2018-07-06
HT,Houston,2018-09-06
ST,Seattle,2018-07-28
AT,Austin,2018-10-04
DT,Detroit,2018-09-03
AT,Austin,2018-07-27
HT,Houston,2018-07-18
HT,Houston,2018-12-27
DV,Denver,2018-09-22
ST,Seattle,2018-07-22
AT,Austin,2018-07-13
DV,Denver,2018-08-01
ST,Seattle,2018-08-09
AT,Austin,2018-08-01
ST,Seattle,2018-08-04
DT,Detroit,2018-07-03
NY,New York,2018-08-01
DV,Denver,2018-07-19
NY,New York,2018-08-03
HT,Houston,2018-12-17
HT,Houston,2018-08-24
DV,Denver,2018-08-18
AT,Austin,2018-12-04
NY,New York,2018-08-06
HT,Houston,2018-09-07
DT,Detroit,2018-09-21
HT,Houston,2018-09-05
NY,New York,2018-07-25
AT,Austin,2018-08-28
TP,Tampa,2018-09-05
DT,Detroit,2018-07-28
HT,Houston,2018-09-11
AT,Austin,2018-07-26
DV,Denver,2018-08-22
AT,Austin,2018-12-27
NY,New York,2018-10-03
AT,Austin,2018-08-24
DT,Detroit,2018-08-23
NY,New York,2018-09-29
DT,Detroit,2018-10-04
HT,Houston,2018-11-16
NY,New York,2018-07-26
ST,Seattle,2018-08-07
DT,Detroit,2018-08-19
DV,Denver,2018-10-09
NY,New York,2018-07-04
DT,Detroit,2018-10-12
DV,Denver,2018-08-29
DV,Denver,2018-07-16
NY,New York,2018-10-09
ST,Seattle,2018-07-29
DV,Denver,2018-07-05
HT,Houston,2018-11-08
HT,Houston,2018-07-19
DT,Detroit,2018-07-14
DV,Denver,2018-08-13
HT,Houston,2018-07-20
AT,Austin,2018-08-29
AT,Austin,2018-11-01
TP,Tampa,2018-07-04
HT,Houston,2018-10-10
HT,Houston,2018-09-14
DT,Detroit,2018-07-15
AT,Austin,2018-09-12
DT,Detroit,2018-10-02
NY,New York,2018-07-30
DT,Detroit,2018-09-17
HT,Houston,2018-07-24
NY,New York,2018-07-10
NY,New York,2018-07-14
TP,Tampa,2018-08-15
AT,Austin,2018-08-13
HT,Houston,2018-10-01
DT,Detroit,2018-08-14
DV,Denver,2018-07-31
DV,Denver,2018-09-25
AT,Austin,2018-08-08
HT,Houston,2018-10-25
AT,Austin,2018-07-12
HT,Houston,2018-11-05
NY,New York,2018-09-26
DV,Denver,2018-08-24
HT,Houston,2018-07-31
DT,Detroit,2018-08-18
DV,Denver,2018-09-18
NY,New York,2018-08-22
HT,Houston,2018-07-05
DT,Detroit,2018-09-13
DV,Denver,2018-09-29
NY,New York,2018-10-05
DT,Detroit,2018-07-11
AT,Austin,2018-07-25
ST,Seattle,2018-08-16
AT,Austin,2018-11-14
HT,Houston,2018-10-19
TP,Tampa,2018-12-12
HT,Houston,2018-09-18
HT,Houston,2018-11-07
DT,Detroit,2018-09-08
DV,Denver,2018-07-20
DT,Detroit,2018-10-10
TP,Tampa,2018-09-12
HT,Houston,2018-07-27
DV,Denver,2018-07-01
ST,Seattle,2018-07-06
NY,New York,2018-09-02
DT,Detroit,2018-07-30
AT,Austin,2018-09-11
AT,Austin,2018-10-23
DV,Denver,2018-08-11
NY,New York,2018-10-08
HT,Houston,2018-12-19
HT,Houston,2018-12-10
DT,Detroit,2018-08-05
DT,Detroit,2018-08-11
DV,Denver,2018-07-03
ST,Seattle,2018-07-18
TP,Tampa,2018-09-27
HT,Houston,2018-12-13
ST,Seattle,2018-08-01
NY,New York,2018-08-23
HT,Houston,2018-12-11
NY,New York,2018-07-18
TP,Tampa,2018-08-01
ST,Seattle,2018-08-14
AT,Austin,2018-09-24
DT,Detroit,2018-08-26
DT,Detroit,2018-09-11
DV,Denver,2018-07-04
